row_id,intent_text,intent_payment,tool,call_payment,amount_paise,target_status,amount_status,label,reason
C-163,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c7fc,create_refund,PAY-c7fc,24000,present,present,,
C-164,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c7fc,create_refund,PAY-c7fc,42500,present,present,,
C-165,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ef29,create_refund,PAY-ef29,24000,present,present,,
C-166,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,16000,present,present,,
C-167,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,16000,present,present,,
C-168,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,12000,present,present,,
C-169,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,12000,present,present,,
C-170,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,108000,present,present,,
C-171,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9500,present,present,,
C-172,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9500,present,present,,
C-173,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9250,present,present,,
C-174,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9250,present,present,,
C-175,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-d07b,create_refund,PAY-d07b,61500,present,present,,
C-176,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,14500,present,present,,
C-177,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,32000,present,present,,
C-178,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,19000,present,present,,
C-179,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,18500,present,present,,
C-180,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,24000,present,present,,
C-181,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,108000,present,present,,
C-182,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-6091,create_refund,PAY-6091,42500,present,present,,
C-183,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ea10,create_refund,PAY-ea10,24000,present,present,,
C-184,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dfd2,create_refund,PAY-dfd2,12000,present,present,,
C-185,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dfd2,create_refund,PAY-dfd2,24000,present,present,,
C-186,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,7250,present,present,,
C-187,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,16000,present,present,,
C-188,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ea10,create_refund,PAY-ea10,24000,present,present,,
C-189,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c130,create_refund,PAY-c130,42500,present,present,,
C-190,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-675d,create_refund,PAY-675d,42500,present,present,,
C-191,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-675d,create_refund,PAY-675d,24000,present,present,,
C-192,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,24000,present,present,,
C-193,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,18500,present,present,,
C-194,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,108000,present,present,,
C-195,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,19000,present,present,,
C-196,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,32000,present,present,,
C-197,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ea10,create_refund,PAY-ea10,24000,present,present,,
C-198,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f28f,create_refund,PAY-f28f,24000,present,present,,
C-199,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f28f,create_refund,PAY-f28f,12000,present,present,,
C-200,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-63f7,create_refund,PAY-63f7,24000,present,present,,
C-201,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-63f7,create_refund,PAY-63f7,42500,present,present,,
C-202,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-26b3,create_refund,PAY-26b3,24000,present,present,,
C-203,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,108000,present,present,,
C-204,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,12000,present,present,,
C-205,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,12000,present,present,,
C-206,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9250,present,present,,
C-207,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9250,present,present,,
C-208,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9500,present,present,,
C-209,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9500,present,present,,
C-210,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,16000,present,present,,
C-211,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,16000,present,present,,
C-212,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dfd2,create_refund,PAY-dfd2,24000,present,present,,
C-213,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dfd2,create_refund,PAY-dfd2,12000,present,present,,
C-214,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d753,create_refund,PAY-d753,24000,present,present,,
C-215,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,7250,present,present,,
C-216,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,7250,present,present,,
C-217,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f0dc,create_refund,PAY-f0dc,12000,present,present,,
C-218,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f0dc,create_refund,PAY-f0dc,24000,present,present,,
C-219,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-2500,create_refund,PAY-2500,24000,present,present,,
C-220,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9250,present,present,,
C-221,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9250,present,present,,
C-222,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9500,present,present,,
C-223,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9500,present,present,,
C-224,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,108000,present,present,,
C-225,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,12000,present,present,,
C-226,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,12000,present,present,,
C-227,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,16000,present,present,,
C-228,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,16000,present,present,,
C-229,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-6091,create_refund,PAY-6091,42500,present,present,,
C-230,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,42500,present,present,,
C-231,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,24000,present,present,,
C-232,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f442,create_refund,PAY-f442,24000,present,present,,
C-233,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-65aa,create_refund,PAY-65aa,24000,present,present,,
C-234,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-65aa,create_refund,PAY-65aa,42500,present,present,,
C-235,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-ebc3,create_refund,PAY-ebc3,42500,present,present,,
C-236,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,42500,present,present,,
C-237,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,24000,present,present,,
C-238,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c130,create_refund,PAY-c130,42500,present,present,,
C-239,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ed76,create_refund,PAY-ed76,24000,present,present,,
C-240,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3964,create_refund,PAY-3964,61500,present,present,,
C-241,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f0dc,create_refund,PAY-f0dc,24000,present,present,,
C-242,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f0dc,create_refund,PAY-f0dc,12000,present,present,,
C-243,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-59c5,create_refund,PAY-59c5,108000,present,present,,
C-244,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3cca,create_refund,PAY-3cca,61500,present,present,,
C-245,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3964,create_refund,PAY-3964,61500,present,present,,
C-246,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e69e,create_refund,PAY-e69e,24000,present,present,,
C-247,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-5ede,create_refund,PAY-5ede,42500,present,present,,
C-248,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3964,create_refund,PAY-3964,61500,present,present,,
C-249,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e851,create_refund,PAY-e851,24000,present,present,,
C-250,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3298,create_refund,PAY-3298,61500,present,present,,
C-251,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3cca,create_refund,PAY-3cca,61500,present,present,,
C-252,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-01da,create_refund,PAY-01da,42500,present,present,,
C-253,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5d2b,create_refund,PAY-5d2b,108000,present,present,,
C-254,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cd15,create_refund,PAY-cd15,9250,present,present,,
C-255,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cd15,create_refund,PAY-cd15,9250,present,present,,
C-256,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cd15,create_refund,PAY-cd15,61500,present,present,,
C-257,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cd15,create_refund,PAY-cd15,12000,present,present,,
C-258,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cd15,create_refund,PAY-cd15,12000,present,present,,
C-259,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d5a0,create_refund,PAY-d5a0,24000,present,present,,
C-260,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ef29,create_refund,PAY-ef29,24000,present,present,,
C-261,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c2e3,create_refund,PAY-c2e3,42500,present,present,,
C-262,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-26b3,create_refund,PAY-26b3,24000,present,present,,
C-263,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c649,create_refund,PAY-c649,42500,present,present,,
C-264,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c649,create_refund,PAY-c649,24000,present,present,,
C-265,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f5f5,create_refund,PAY-f5f5,24000,present,present,,
C-266,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f5f5,create_refund,PAY-f5f5,12000,present,present,,
C-267,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d753,create_refund,PAY-d753,24000,present,present,,
C-268,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,32000,present,present,,
C-269,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,19000,present,present,,
C-270,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,108000,present,present,,
C-271,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,18500,present,present,,
C-272,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,24000,present,present,,
C-273,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c649,create_refund,PAY-c649,24000,present,present,,
C-274,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c649,create_refund,PAY-c649,42500,present,present,,
C-275,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f28f,create_refund,PAY-f28f,12000,present,present,,
C-276,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f28f,create_refund,PAY-f28f,24000,present,present,,
C-277,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dc6c,create_refund,PAY-dc6c,24000,present,present,,
C-278,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c649,create_refund,PAY-c649,24000,present,present,,
C-279,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c649,create_refund,PAY-c649,42500,present,present,,
C-280,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,19000,present,present,,
C-281,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,18500,present,present,,
C-282,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,24000,present,present,,
C-283,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,61500,present,present,,
C-284,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-5ede,create_refund,PAY-5ede,42500,present,present,,
C-285,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,7250,present,present,,
C-286,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,7250,present,present,,
C-287,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,61500,present,present,,
C-288,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,18500,present,present,,
C-289,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,24000,present,present,,
C-290,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ef29,create_refund,PAY-ef29,24000,present,present,,
C-291,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c130,create_refund,PAY-c130,42500,present,present,,
C-292,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,19000,present,present,,
C-293,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,32000,present,present,,
C-294,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,14500,present,present,,
C-295,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,108000,present,present,,
C-296,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,24000,present,present,,
C-297,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,18500,present,present,,
C-298,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f442,create_refund,PAY-f442,24000,present,present,,
C-299,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c7fc,create_refund,PAY-c7fc,61500,present,present,,
C-300,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c7fc,create_refund,PAY-c7fc,24000,present,present,,
C-301,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,18500,present,present,,
C-302,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,12000,present,present,,
C-303,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,108000,present,present,,
C-304,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,12000,present,present,,
C-305,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,14500,present,present,,
C-306,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,32000,present,present,,
C-307,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,19000,present,present,,
C-308,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-038d,create_refund,PAY-038d,42500,present,present,,
C-309,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-ed76,create_refund,PAY-ed76,24000,present,present,,
C-310,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e851,create_refund,PAY-e851,24000,present,present,,
C-311,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dfd2,create_refund,PAY-dfd2,24000,present,present,,
C-312,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dfd2,create_refund,PAY-dfd2,12000,present,present,,
C-313,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cec8,create_refund,PAY-cec8,42500,present,present,,
C-314,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-59c5,create_refund,PAY-59c5,108000,present,present,,
C-315,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e185,create_refund,PAY-e185,24000,present,present,,
C-316,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e185,create_refund,PAY-e185,12000,present,present,,
C-317,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cd15,create_refund,PAY-cd15,42500,present,present,,
C-318,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cb62,create_refund,PAY-cb62,42500,present,present,,
C-319,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-ebc3,create_refund,PAY-ebc3,42500,present,present,,
C-320,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cb62,create_refund,PAY-cb62,42500,present,present,,
C-321,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,16000,present,present,,
C-322,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,16000,present,present,,
